"screenName","point","hashtag","BOTNOT"
"Adrian_R_10",0.0299138233514213,"#1M","BOTNOT"
"AdrianaGhibaudi",0.556587037349653,"#1MVamosJuntos","BOTNOT"
"Adrihappy83",0.0708925733007609,"#1M","BOTNOT"
"AfavitaCordoba",0.1701324265303,"#1M","BOTNOT"
"Agneciado",0.0444788321741982,"#1M","BOTNOT"
"Agnesflowerz",0.0607801135208407,"#1MVamosJuntos","BOTNOT"
"AguBordignon",0.103285734671236,"#Macri","BOTNOT"
"AguanteFPLV",0.0379801364663761,"#Macri","BOTNOT"
"AgusDimmer",0.0562449121005188,"#MacriEnElCongreso","BOTNOT"
"AgusSarzar",0.0323987547370742,"#1MVamosJuntos","BOTNOT"
"Agusalado",0.0562449121005188,"#Macri","BOTNOT"
"AgussTiinaG",0.515643330531229,"#MacriEnElCongreso","BOTNOT"
"Aguss_Mastra",0.0708925733007609,"#MacriEnElCongreso","BOTNOT"
"AgusstinQuiroga",0.79905844100477,"#AlCongresoConMacri","BOT"
"AgustinMacri_",0.0444788321741982,"#Macri","BOTNOT"
"AgustinaMariano",0.0379801364663761,"#Macri","BOTNOT"
"Aguusfloores98",0.672938751801702,"#AlCongresoConMacri","BOT"
"Aguusmorales1",0.0299138233514213,"#MacriEnElCongreso","BOTNOT"
"Aguustiniocca",0.182079031309288,"#AlCongresoConMacri","BOTNOT"
"Aidadebarros",0.194667737284505,"#1M","BOTNOT"
"AiluSacco",0.052029365506959,"#1MVamosJuntos","BOTNOT"
"AjabAlva",0.194667737284505,"#1M","BOTNOT"
"Akainikbel",0.53617614776787,"#1MVamosJuntos","BOTNOT"
"AlanIronLion",0.0765131067279284,"#AlCongresoConMacri","BOTNOT"
"AlbornJuan",0.207905573288023,"#AlCongresoConMacri","BOTNOT"
"AleMackinlayII",0.0889951559667924,"#1MVamosJuntos","BOTNOT"
"AleMiselli",0.0607801135208407,"#AlCongresoConMacri","BOTNOT"
"AleSemberg",0.374266788182162,"#1MVamosJuntos","BOTNOT"
"Ale_Alcaide789",0.128515833759837,"#AlCongresoConMacri","BOTNOT"
"AlejandrAlcalde",0.0959027621411744,"#MacriEnElCongreso","BOTNOT"
"AlejoGustavo",0.0825396626774012,"#MacriEnElCongreso","BOTNOT"
"Aleolivalepuman",0.0444788321741982,"#1MVamosJuntos","BOTNOT"
"AlexCampbellOK",0.236336911395384,"#1MVamosJuntos","BOTNOT"
"Alfobailone",0.0411067402195677,"#AlCongresoConMacri","BOTNOT"
"Aliblue02",0.111167191085188,"#1MVamosJuntos","BOTNOT"
"Alicia04216",0.111167191085188,"#1M","BOTNOT"
"AliciaAco",0.0481136657077545,"#1MVamosJuntos","BOTNOT"
"AliciaEscPO",0.0607801135208407,"#1M","BOTNOT"
"Alicinchi",0.119569866519679,"#1M","BOTNOT"
"Alicrazy22Maria",0.300816711527256,"#1M","BOTNOT"
"AlmaFuerte40",0.052029365506959,"#1MVamosJuntos","BOTNOT"
"AlvaroApud",0.0708925733007609,"#Macri","BOTNOT"
"AmancioSegovia",0.0323987547370742,"#MacriEnElCongreso","BOTNOT"
"Ambito1comercio",0.900613629858979,"#Macri","BOT"
"AmelAsmae",0.756452464665557,"#AlCongresoConMacri","BOT"
"Amontanafm",0.283782475135694,"#Macri","BOTNOT"
"AmoxTodo",0.0379801364663761,"#MacriEnElCongreso","BOTNOT"
"AnaFelicevich",0.0656555619800429,"#MacriEnElCongreso","BOTNOT"
"AnaMaraDonato",0.148120708329673,"#1MVamosJuntos","BOTNOT"
"AnaRosa3011",0.194667737284505,"#1M","BOTNOT"
"AnaScottChagall",0.336555195487199,"#1M","BOTNOT"
"AnabeLettieri",0.0607801135208407,"#AlCongresoConMacri","BOTNOT"
"Anabelruth2012",0.300816711527256,"#AlCongresoConMacri","BOTNOT"
"AnahiTRodri",0.0562449121005188,"#Macri","BOTNOT"
"AnaliaRamis",0.0825396626774012,"#Macri","BOTNOT"
"Andre9902",0.393746460000491,"#MacriEnElCongreso","BOTNOT"
"AndreaFer0223",0.148120708329673,"#AlCongresoConMacri","BOTNOT"
"Andrea_Gentil",0.0656555619800429,"#1M","BOTNOT"
"AndresAcciarri",0.0444788321741982,"#AlCongresoConMacri","BOTNOT"
"AndresRuffo",0.119569866519679,"#MacriEnElCongreso","BOTNOT"
"Andres_Castro22",0.0607801135208407,"#MacriEnElCongreso","BOTNOT"
"Aneta",0.0656555619800429,"#1MVamosJuntos","BOTNOT"
"AngelBulos",0.596776171128277,"#AlCongresoConMacri","BOTNOT"
"Angelic20042503",0.236336911395384,"#Macri","BOTNOT"
"AngelinoPitt",0.0889951559667924,"#MacriEnElCongreso","BOTNOT"
"AnitaG_34",0.283782475135694,"#1M","BOTNOT"
"AnnaIrmaBattino",0.0379801364663761,"#1M","BOTNOT"
"Anna_Tessitore",0.148120708329673,"#1M","BOTNOT"
"AntoQuintanaaaa",0.0254864249403189,"#1MVamosJuntos","BOTNOT"
"AntonelaCasas",0.0825396626774012,"#1M","BOTNOT"
"AntooJungengel",0.0299138233514213,"#MacriEnElCongreso","BOTNOT"
"Anxrchy_",0.0562449121005188,"#1M","BOTNOT"
"AnyelitaParedes",0.0656555619800429,"#1M","BOTNOT"
"Anyeluna",0.576808656254886,"#1M","BOTNOT"
"AnyttaRamos",0.0276140429422608,"#1MVamosJuntos","BOTNOT"
"Anyulina63",0.221795687690215,"#1MVamosJuntos","BOTNOT"
"Apple_Marttini",0.374266788182162,"#Macri","BOTNOT"
"AracenaDiego",0.79905844100477,"#1M","BOT"
"ArandaCMariel",0.138026189602166,"#MacriEnElCongreso","BOTNOT"
"Arelis_Morales",0.267344003063405,"#1M","BOTNOT"
"ArellanoCarlos",0.0444788321741982,"#1M","BOTNOT"
"ArgClauordonez",0.0481136657077545,"#Macri","BOTNOT"
"ArgieLAX",0.0708925733007609,"#AlCongresoConMacri","BOTNOT"
"AriasVenezuela",0.708112626761362,"#Macri","BOT"
"Ariel67862723",0.433677433532932,"#AlCongresoConMacri","BOTNOT"
"AriellDuartee",0.0562449121005188,"#Macri","BOTNOT"
"Arielraman",0.0607801135208407,"#MacriEnElCongreso","BOTNOT"
"AristarcoDSamos",0.0411067402195677,"#Macri","BOTNOT"
"Arlexlimongi",0.433677433532932,"#1M","BOTNOT"
"Artex55",0.635706839522915,"#1M","BOT"
"AryaStark_VE",0.355186217086113,"#1M","BOTNOT"
"AstolfoClaudio",0.355186217086113,"#1MVamosJuntos","BOTNOT"
"Atenas2009",0.318418856131781,"#1M","BOTNOT"
"Atenea2",0.318418856131781,"#Macri","BOTNOT"
"AticoCuisineLou",0.708112626761362,"#1M","BOT"
"AugustoBalassi",0.119569866519679,"#MacriEnElCongreso","BOTNOT"
"Aurabellag",0.1701324265303,"#1M","BOTNOT"
"Aurimorales",0.138026189602166,"#1M","BOTNOT"
"AveFenix032",0.128515833759837,"#1M","BOTNOT"
"AyeAltamiranda",0.0656555619800429,"#Macri","BOTNOT"
"B3AR_301",0.0411067402195677,"#1M","BOTNOT"
"BERNARDOMOLES3",0.393746460000491,"#AlCongresoConMacri","BOTNOT"
"BMP62",0.0562449121005188,"#AperturaDeSesiones","BOTNOT"
"BMassiel",0.433677433532932,"#1M","BOTNOT"
"BMiccaa",0.0411067402195677,"#AlCongresoConMacri","BOTNOT"
"Bachir_c",0.495057564008046,"#1M","BOTNOT"
"BaetckeRudolf",0.0444788321741982,"#Macri","BOTNOT"
"BaezaSemar",0.267344003063405,"#Macri","BOTNOT"
"BansiBrp",0.0299138233514213,"#MacriEnElCongreso","BOTNOT"
"BarackusObama",0.0444788321741982,"#Macri","BOTNOT"
"BarbieNarvaez",0.0299138233514213,"#AlCongresoConMacri","BOTNOT"
"BarriteBermude",0.635706839522915,"#1M","BOT"
"BarutaABP",0.53617614776787,"#1M","BOTNOT"
"BautiSeco",0.0379801364663761,"#AlCongresoConMacri","BOTNOT"
"BeCougnet",0.0562449121005188,"#1MVamosJuntos","BOTNOT"
"BeLuWaChiTuRRi",0.576808656254886,"#1M","BOTNOT"
"Beadiosdado",0.138026189602166,"#1MVamosJuntos","BOTNOT"
"BeatrizIribarne",0.236336911395384,"#Macri","BOTNOT"
"Beisbol007",0.690801916006448,"#1M","BOT"
"Belenastegiano",0.0323987547370742,"#AlCongresoConMacri","BOTNOT"
"BellaniMatias",0.0254864249403189,"#Macri","BOTNOT"
"BellyBellyNice",0.0379801364663761,"#Macri","BOTNOT"
"BelnEscalante2",0.148120708329673,"#1M","BOTNOT"
"BergeseMartin",0.0889951559667924,"#1MVamosJuntos","BOTNOT"
"BernieVoloj",0.0379801364663761,"#MacriEnElCongreso","BOTNOT"
"Bertohur",0.119569866519679,"#1M","BOTNOT"
"Bettyboodos",0.495057564008046,"#MacriEnElCongreso","BOTNOT"
"BetzaidaBenedet",0.300816711527256,"#1M","BOTNOT"
"Bia_Con",0.65455964610715,"#Macri","BOT"
"BienKyTHCFREE",0.0765131067279284,"#Macri","BOTNOT"
"BlancaSi",0.182079031309288,"#Macri","BOTNOT"
"BlasproMartin",0.25152334764543,"#AlCongresoConMacri","BOTNOT"
"BoloSebastian",0.138026189602166,"#Macri","BOTNOT"
"Boocademivida",0.0481136657077545,"#MacriEnElCongreso","BOTNOT"
"BottaNicos",0.103285734671236,"#MacriEnElCongreso","BOTNOT"
"BouVirginia",0.194667737284505,"#1M","BOTNOT"
"BrancaNie",0.0444788321741982,"#AlCongresoConMacri","BOTNOT"
"BrendaBrecher",0.128515833759837,"#MacriEnElCongreso","BOTNOT"
"Brenda_Lydon",0.1701324265303,"#1MVamosJuntos","BOTNOT"
"Brianriver95",0.0765131067279284,"#1M","BOTNOT"
"Brumarro",0.0889951559667924,"#Macri","BOTNOT"
"BrunoNP_",0.0444788321741982,"#Macri","BOTNOT"
"ByteDevils",0.515643330531229,"#AlCongresoConMacri","BOTNOT"
"CABAMasUnido",0.194667737284505,"#AlCongresoConMacri","BOTNOT"
"CANDELA2010",0.128515833759837,"#1MVamosJuntos","BOTNOT"
"CCARIComuna5",0.236336911395384,"#1MVamosJuntos","BOTNOT"
"CCARIPrensa",0.433677433532932,"#MacriEnElCongreso","BOTNOT"
"CGTCREEstatal",0.128515833759837,"#1M","BOTNOT"
"CHARLIE_DIABLAS",0.0562449121005188,"#1MVamosJuntos","BOTNOT"
"CHPOP",0.374266788182162,"#MacriEnElCongreso","BOTNOT"
"CLAUDIOSIVORI",0.0959027621411744,"#1MVamosJuntos","BOTNOT"
"CLeBihan1",0.0481136657077545,"#Macri","BOTNOT"
"C_Faquetti",0.221795687690215,"#1MVamosJuntos","BOTNOT"
"Caami_Manrique",0.283782475135694,"#AlCongresoConMacri","BOTNOT"
"Cabeza1978Hc",0.0708925733007609,"#Macri","BOTNOT"
"Cabimenses",0.119569866519679,"#Macri","BOTNOT"
"CafeConmigo",0.0656555619800429,"#AlCongresoConMacri","BOTNOT"
"Cain_Supremo",0.318418856131781,"#1M","BOTNOT"
"Calde56Rafa",0.267344003063405,"#1M","BOTNOT"
"CamiMorales953",0.0562449121005188,"#Macri","BOTNOT"
"CamiRocha_Ax",0.0350826433931558,"#AlCongresoConMacri","BOTNOT"
"CamilaGauto5",0.926458400140048,"#AperturaDeSesiones","BOT"
"Camipandiani",0.138026189602166,"#AperturaDeSesiones","BOTNOT"
"CampaBA",0.79905844100477,"#Macri","BOT"
"Candtwit",0.0959027621411744,"#Macri","BOTNOT"
"CarFerLar",0.103285734671236,"#MacriEnElCongreso","BOTNOT"
"CardeWikmer",0.283782475135694,"#MacriEnElCongreso","BOTNOT"
"CardenasM75",0.148120708329673,"#1M","BOTNOT"
"Carigox",0.945985487583747,"#1MVamosJuntos","BOT"
"Carlos38234591",0.866990193110338,"#Macri","BOT"
"CarlosChayle",0.0607801135208407,"#AlCongresoConMacri","BOTNOT"
"CarlosFdezConde",0.0889951559667924,"#1M","BOTNOT"
"CarlosM18446610",0.495057564008046,"#AlCongresoConMacri","BOTNOT"
"Carlosgt832",0.236336911395384,"#1M","BOTNOT"
"CarolinaFianaca",0.0299138233514213,"#Macri","BOTNOT"
"CarolinaOrloff",0.052029365506959,"#1MVamosJuntos","BOTNOT"
"Carolinabramm",0.194667737284505,"#Macri","BOTNOT"
"Carolinafbi",0.158817464242006,"#Macri","BOTNOT"
"CarracedoHugo",0.283782475135694,"#1MVamosJuntos","BOTNOT"
"Caruchoco",0.0481136657077545,"#Macri","BOTNOT"
"Catebelenp",0.0276140429422608,"#1MVamosJuntos","BOTNOT"
"CeciDezi",0.0708925733007609,"#MacriEnElCongreso","BOTNOT"
"CeciliaPujalte",0.0444788321741982,"#1MVamosJuntos","BOTNOT"
"CeciliaTavano",0.0889951559667924,"#MacriEnElCongreso","BOTNOT"
"Ceciliabertani",0.0656555619800429,"#1MVamosJuntos","BOTNOT"
"Ceciliain",0.0444788321741982,"#1M","BOTNOT"
"Celemedinaaa",0.0656555619800429,"#MacriEnElCongreso","BOTNOT"
"CeliDans",0.267344003063405,"#1MVamosJuntos","BOTNOT"
"CelliniGuido",0.0562449121005188,"#1MVamosJuntos","BOTNOT"
"Ceroice",0.0379801364663761,"#1M","BOTNOT"
"CesarLuna_",0.0562449121005188,"#AlCongresoConMacri","BOTNOT"
"ChacoPro",0.355186217086113,"#1MVamosJuntos","BOTNOT"
"Chaly2222",0.25152334764543,"#1M","BOTNOT"
"Chaska31Pereyra",0.474488541290675,"#1M","BOTNOT"
"ChatVenezuelaVE",0.97264006425884,"#1M","BOT"
"Chequeado",0.0444788321741982,"#Macri","BOTNOT"
"ChiaraZn",0.158817464242006,"#1M","BOTNOT"
"Chirino61",0.207905573288023,"#1M","BOTNOT"
"Chori_F",0.0765131067279284,"#MacriEnElCongreso","BOTNOT"
"ChorraCristina",0.221795687690215,"#MacriEnElCongreso","BOTNOT"
"Chrstian_Flair",0.300816711527256,"#MacriEnElCongreso","BOTNOT"
"CieriLuana",0.103285734671236,"#AlCongresoConMacri","BOTNOT"
"CincoTom",0.433677433532932,"#Macri","BOTNOT"
"CinthiaBrusati",0.052029365506959,"#AlCongresoConMacri","BOTNOT"
"CirseCa",0.914416185960266,"#1M","BOT"
"ClauArias4",0.771304478988934,"#Macri","BOT"
"Claubonara",0.0708925733007609,"#MacriEnElCongreso","BOTNOT"
"Claudiaruiz1979",0.194667737284505,"#AlCongresoConMacri","BOTNOT"
"ClaudioLutzky",0.724840216041015,"#MacriEnElCongreso","BOT"
"Clota7",0.138026189602166,"#Macri","BOTNOT"
"CoD_UMG",0.495057564008046,"#1M","BOTNOT"
"CoFranzan",0.148120708329673,"#MacriEnElCongreso","BOTNOT"
"CocoFerPal",0.052029365506959,"#1M","BOTNOT"
"CococoMagic",0.158817464242006,"#1M","BOTNOT"
"ColliEvangelina",0.158817464242006,"#1M","BOTNOT"
"ColorinColorida",0.0444788321741982,"#AlCongresoConMacri","BOTNOT"
"CompromisoArgen",0.724840216041015,"#1MVamosJuntos","BOT"
"CoordRomaAcqua",0.25152334764543,"#1M","BOTNOT"
"CordeliaPO1917",0.0825396626774012,"#AlCongresoConMacri","BOTNOT"
"CoresEzequiel",0.0562449121005188,"#MacriEnElCongreso","BOTNOT"
"CrCirsero",0.283782475135694,"#MacriEnElCongreso","BOTNOT"
"CranstonJillian",0.0656555619800429,"#1M","BOTNOT"
"CriadPablo",0.0562449121005188,"#AlCongresoConMacri","BOTNOT"
"CrisGorchs",0.0444788321741982,"#AsambleaLegislativa","BOTNOT"
"Cris_funes",0.25152334764543,"#AperturaDeSesiones","BOTNOT"
"CrissMovil",0.0765131067279284,"#MacriEnElCongreso","BOTNOT"
"Crissavid",0.0708925733007609,"#AsambleaLegislativa","BOTNOT"
"CristaldoGustii",0.300816711527256,"#AlCongresoConMacri","BOTNOT"
"Cristian_Salmon",0.128515833759837,"#1MVamosJuntos","BOTNOT"
"CristinaLaura15",0.0765131067279284,"#1MVamosJuntos","BOTNOT"
"CroIconoclasta",0.0889951559667924,"#AlCongresoConMacri","BOTNOT"
"CsrlosK",0.119569866519679,"#1MVamosJuntos","BOTNOT"
"CuartInt",0.474488541290675,"#1M","BOTNOT"
"CumpleIndulac",0.158817464242006,"#1MVamosJuntos","BOTNOT"
"DDCtes",0.495057564008046,"#Macri","BOTNOT"
"DDeheza",0.785507601006845,"#Macri","BOT"
"Daivalencia1",0.0708925733007609,"#Macri","BOTNOT"
"Dalih",0.65455964610715,"#AlCongresoConMacri","BOT"
"DalmiroM",0.0235187716053296,"#1M","BOTNOT"
"DalmiroRomidal",0.0481136657077545,"#AlCongresoConMacri","BOTNOT"
"DamisGeist",0.0411067402195677,"#Macri","BOTNOT"
"DanIELA_ed26",0.454005729161407,"#MacriEnElCongreso","BOTNOT"
"DanVillalbaA",0.25152334764543,"#1M","BOTNOT"
"DanielC00173443",0.495057564008046,"#1MVamosJuntos","BOTNOT"
"DanielEnriqueOk",0.0562449121005188,"#1MVamosJuntos","BOTNOT"
"DanielGinez1",0.0708925733007609,"#1M","BOTNOT"
"DanielPerrone1",0.318418856131781,"#MacriEnElCongreso","BOTNOT"
"DanielStobbia",0.0411067402195677,"#1MVamosJuntos","BOTNOT"
"DanielaPotel",0.0379801364663761,"#1MVamosJuntos","BOTNOT"
"Daniela_Parodi8",0.182079031309288,"#MacriEnElCongreso","BOTNOT"
"DanielaaSol",0.0562449121005188,"#Macri","BOTNOT"
"Daniellidades",0.0411067402195677,"#AperturaDeSesiones","BOTNOT"
"DanteMarello",0.103285734671236,"#Macri","BOTNOT"
"DanuRdz",0.0411067402195677,"#AlCongresoConMacri","BOTNOT"
"DarioCauter",0.0708925733007609,"#Macri","BOTNOT"
"DarioGraffe",0.267344003063405,"#1M","BOTNOT"
"DavidFco1104",0.318418856131781,"#Macri","BOTNOT"
"DavidGraulau",0.0889951559667924,"#1M","BOTNOT"
"DavidMarre10",0.0444788321741982,"#1MVamosJuntos","BOTNOT"
"DavidZencich",0.119569866519679,"#1MVamosJuntos","BOTNOT"
"David_G_Diaz",0.0481136657077545,"#AlCongresoConMacri","BOTNOT"
"Dayi_tabarez",0.1701324265303,"#1MVamosJuntos","BOTNOT"
"DeFamilyWay",0.0254864249403189,"#Macri","BOTNOT"
"DeGreyNorma",0.0959027621411744,"#Macri","BOTNOT"
"Deaits",0.336555195487199,"#Macri","BOTNOT"
"DearRoox",0.0481136657077545,"#Macri","BOTNOT"
"Delfora1",0.103285734671236,"#1M","BOTNOT"
"DelisMC",0.708112626761362,"#1M","BOT"
"Delychefff",0.0656555619800429,"#MacriEnElCongreso","BOTNOT"
"Denise_Robledo",0.0825396626774012,"#MacriEnElCongreso","BOTNOT"
"Denisraquelle",0.355186217086113,"#AsambleaLegislativa","BOTNOT"
"DesdeBalvanera",0.433677433532932,"#1M","BOTNOT"
"Desdemona_jna",0.111167191085188,"#Macri","BOTNOT"
"Destaillatseste",0.0825396626774012,"#AlCongresoConMacri","BOTNOT"
"DianaFreites",0.103285734671236,"#1M","BOTNOT"
"DianaMontanari",0.318418856131781,"#1MVamosJuntos","BOTNOT"
"Dianac143Diana",0.495057564008046,"#1M","BOTNOT"
"DiarioCatamarca",0.857201768965115,"#Macri","BOT"
"DiarioCubano",0.194667737284505,"#1MVamosJuntos","BOTNOT"
"DiegoACerone",0.148120708329673,"#1MVamosJuntos","BOTNOT"
"DiegoPenizzotto",0.0607801135208407,"#MacriEnElCongreso","BOTNOT"
"Diegoaguilera78",0.0765131067279284,"#Macri","BOTNOT"
"DigraAlonso",0.0889951559667924,"#Macri","BOTNOT"
"DijulioSusana",0.785507601006845,"#1MVamosJuntos","BOT"
"Dikson9",0.119569866519679,"#1M","BOTNOT"
"DilsiaNunez",0.119569866519679,"#MacriEnElCongreso","BOTNOT"
"DominicChika",0.0825396626774012,"#1M","BOTNOT"
"DonCabezadeVaca",0.0444788321741982,"#Macri","BOTNOT"
"DonVascolet",0.103285734671236,"#Macri","BOTNOT"
"Don_Perignonn",0.0444788321741982,"#AsambleaLegislativa","BOTNOT"
"Donraval",0.336555195487199,"#1M","BOTNOT"
"DsDBona",0.0765131067279284,"#Macri","BOTNOT"
"DuYumar",0.336555195487199,"#1M","BOTNOT"
"Dulcmastr",0.0444788321741982,"#MacriEnElCongreso","BOTNOT"
"DuqueHermis",0.690801916006448,"#1M","BOT"
"DuranExposito1",0.267344003063405,"#1M","BOTNOT"
"EFRAINJPM",0.0889951559667924,"#1M","BOTNOT"
"EGrianta",0.0379801364663761,"#Macri","BOTNOT"
"ELDA34359420",0.194667737284505,"#1MVamosJuntos","BOTNOT"
"ELfalsoNESTORK",0.194667737284505,"#MacriEnElCongreso","BOTNOT"
"ENestorKirchner",0.0656555619800429,"#MacriEnElCongreso","BOTNOT"
"ENoralom",0.756452464665557,"#MacriEnElCongreso","BOT"
"ESTEBANVARDE",0.0959027621411744,"#Macri","BOTNOT"
"EconosocJ",0.0825396626774012,"#AlCongresoConMacri","BOTNOT"
"Edgar293",0.824211883217638,"#1M","BOT"
"EdmondDants12",0.892994216525312,"#Macri","BOT"
"Edu25476",0.0411067402195677,"#Macri","BOTNOT"
"EduardoABazan",0.0889951559667924,"#MacriEnElCongreso","BOTNOT"
"EduardoDesimoni",0.111167191085188,"#Macri","BOTNOT"
"EduardoN192",0.708112626761362,"#1M","BOT"
"EduardoVenosi",0.0959027621411744,"#AlCongresoConMacri","BOTNOT"
"Eduardo_duran2",0.128515833759837,"#1M","BOTNOT"
"Eduardoblackha1",0.182079031309288,"#AlCongresoConMacri","BOTNOT"
"Educar2050",0.0656555619800429,"#AperturaDeSesiones","BOTNOT"
"Edupalacios77",0.138026189602166,"#1M","BOTNOT"
"EgeaMe",0.158817464242006,"#1MVamosJuntos","BOTNOT"
"ElDamianandres",0.0825396626774012,"#MacriEnElCongreso","BOTNOT"
"ElDedoAcusador",0.0411067402195677,"#1M","BOTNOT"
"ElGranHidalgo",0.052029365506959,"#AlCongresoConMacri","BOTNOT"
"ElPeronista",0.740959858610242,"#1MVamosJuntos","BOT"
"ElTangueroVa",0.182079031309288,"#AlCongresoConMacri","BOTNOT"
"ElTigreHoy",0.495057564008046,"#1M","BOTNOT"
"EliasCruz91",0.103285734671236,"#1MVamosJuntos","BOTNOT"
"Elisaespinola01",0.724840216041015,"#AlCongresoConMacri","BOT"
"EliseoRepollo",0.0825396626774012,"#AlCongresoConMacri","BOTNOT"
"ElleroFlavia",0.785507601006845,"#AsambleaLegislativa","BOT"
"Elperrogocho",0.336555195487199,"#1M","BOTNOT"
"Elrafacastillo",0.0656555619800429,"#1M","BOTNOT"
"ElyG28",0.0765131067279284,"#Macri","BOTNOT"
"Emabeneitez",0.0825396626774012,"#1MVamosJuntos","BOTNOT"
"EmarcQuinones",0.596776171128277,"#1M","BOTNOT"
"EmiickM",0.138026189602166,"#MacriEnElCongreso","BOTNOT"
"EmiliaCollosa",0.0562449121005188,"#1MVamosJuntos","BOTNOT"
"EmiliaDV",0.0708925733007609,"#1MVamosJuntos","BOTNOT"
"EmilianoV17",0.740959858610242,"#MacriEnElCongreso","BOT"
"EmilioGisondo",0.0708925733007609,"#MacriEnElCongreso","BOTNOT"
"EmmaCorna",0.0765131067279284,"#AlCongresoConMacri","BOTNOT"
"Emmanuel_1787",0.25152334764543,"#1M","BOTNOT"
"EntreLineasPQV",0.0379801364663761,"#Macri","BOTNOT"
"Ergul8",0.221795687690215,"#1MVamosJuntos","BOTNOT"
"ErikaBustoStrle",0.111167191085188,"#MacriEnElCongreso","BOTNOT"
"Erikilla1",0.25152334764543,"#1M","BOTNOT"
"Ernsss",0.968917166655973,"#AlCongresoConMacri","BOT"
"Escobar6341",0.724840216041015,"#AlCongresoConMacri","BOT"
"Espepaz",0.0562449121005188,"#1M","BOTNOT"
"EstamosQAP",0.128515833759837,"#1M","BOTNOT"
"Esteban79985148",0.267344003063405,"#Macri","BOTNOT"
"EstebanOrtizMD",0.0889951559667924,"#AlCongresoConMacri","BOTNOT"
"EstebanValverde",0.0481136657077545,"#AsambleaLegislativa","BOTNOT"
"EstecheJor",0.0323987547370742,"#MacriEnElCongreso","BOTNOT"
"EstelaMin",0.0825396626774012,"#MacriEnElCongreso","BOTNOT"
"EugeCalvi_",0.0444788321741982,"#AlCongresoConMacri","BOTNOT"
"EugeGordillo",0.138026189602166,"#1MVamosJuntos","BOTNOT"
"EugeTestoni",0.708112626761362,"#MacriEnElCongreso","BOT"
"EugeniaLudmer",0.336555195487199,"#MacriEnElCongreso","BOTNOT"
"EugenioJantsch",0.0825396626774012,"#Macri","BOTNOT"
"EveelynBasualdo",0.0656555619800429,"#Macri","BOTNOT"
"ExeeTorres97",0.0765131067279284,"#Macri","BOTNOT"
"ExequielDamian",0.0607801135208407,"#MacriEnElCongreso","BOTNOT"
"EzMartinez11",0.0444788321741982,"#AlCongresoConMacri","BOTNOT"
"EzeAscoetti",0.111167191085188,"#Macri","BOTNOT"
