"screenName","point","hashtag","BOTNOT"
"GusGonzalezok",0.0607801135208407,"#AlbertoFernandez","BOTNOT"
"Gusgil66772009",0.148120708329673,"#AperturadeSesiones","BOTNOT"
"Gustavo46027887",0.283782475135694,"#AperturadeSesiones","BOTNOT"
"GustavoDNK",0.103285734671236,"#AsambleaLegislativa2020","BOTNOT"
"GustavoHArrieta",0.119569866519679,"#AperturadeSesiones","BOTNOT"
"GustavoQuirozSL",0.0562449121005188,"#TodosConAlberto","BOTNOT"
"Gustavolupi01",0.1701324265303,"#AperturadeSesiones","BOTNOT"
"HDA1983",0.0825396626774012,"#AperturadeSesiones","BOTNOT"
"HMicella",0.0959027621411744,"#Abortolegal2020","BOTNOT"
"HOCICOCAPITAN",0.0607801135208407,"#TodosConAlberto","BOTNOT"
"HPICATTO",0.221795687690215,"#AperturadeSesiones","BOTNOT"
"HadrianLn",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"Hana17R",0.83582857577528,"#Abortolegal2020","BOT"
"HanzoBlackMamba",0.0607801135208407,"#AlbertoFernandez","BOTNOT"
"HectorLencinas",0.576808656254886,"#AsambleaLegislativa2020","BOTNOT"
"HerbertRica",0.0825396626774012,"#Abortolegal2020","BOTNOT"
"HernanRiverGui",0.236336911395384,"#AperturadeSesiones","BOTNOT"
"HibraimShafk",0.413569897933165,"#AsambleaLegislativa2020","BOTNOT"
"Hiddlesxolsen",0.207905573288023,"#Abortolegal2020","BOTNOT"
"Horace44m",0.119569866519679,"#AperturadeSesiones","BOTNOT"
"HoroCisneros",0.052029365506959,"#Abortolegal2020","BOTNOT"
"Hoytequieromaas",0.0444788321741982,"#Abortolegal2020","BOTNOT"
"Hugo54928382",0.336555195487199,"#TodosConAlberto","BOTNOT"
"HugoAlbmanta",0.138026189602166,"#AperturadeSesiones","BOTNOT"
"Hugom2011",0.0708925733007609,"#TodosConAlberto","BOTNOT"
"IJACEEBO",0.158817464242006,"#AperturadeSesiones","BOTNOT"
"IVANladoB",0.0825396626774012,"#TodosConAlberto","BOTNOT"
"IValennn",0.454005729161407,"#AperturadeSesiones","BOTNOT"
"IamMissAntropia",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"Igbtjulieta",0.393746460000491,"#AsambleaLegislativa2020","BOTNOT"
"IgnaGB26",0.267344003063405,"#AsambleaLegislativa2020","BOTNOT"
"IgnacioRodAv96",0.0299138233514213,"#AsambleaLegislativa2020","BOTNOT"
"IneRodriguezC15",0.0276140429422608,"#AperturadeSesiones","BOTNOT"
"InfoNodal",0.0708925733007609,"#AperturadeSesiones","BOTNOT"
"Ing_Esteban_",0.0959027621411744,"#AperturadeSesiones","BOTNOT"
"InstitutoGestar",0.119569866519679,"#TodosConAlberto","BOTNOT"
"IrinaLerda",0.0765131067279284,"#Abortolegal2020","BOTNOT"
"IrlandesMaynard",0.0959027621411744,"#AlbertoFernandez","BOTNOT"
"IrmaSurez",0.1701324265303,"#Abortolegal2020","BOTNOT"
"Iron_Lady25",0.0656555619800429,"#AperturadeSesiones","BOTNOT"
"IrrompiblesC15",0.283782475135694,"#TodosConAlberto","BOTNOT"
"Isabel34157770",0.515643330531229,"#AsambleaLegislativa2020","BOTNOT"
"Itsdelirious",0.0607801135208407,"#Abortolegal2020","BOTNOT"
"IvanAlderete17",0.236336911395384,"#Abortolegal2020","BOTNOT"
"IvanMadrid__",0.128515833759837,"#AperturadeSesiones","BOTNOT"
"IvanMasciulli",0.0323987547370742,"#TodosConAlberto","BOTNOT"
"IvanTrinos",0.556587037349653,"#Abortolegal2020","BOTNOT"
"IvanWoscoff",0.221795687690215,"#AperturadeSesiones","BOTNOT"
"Ivana55p",0.119569866519679,"#Abortolegal2020","BOTNOT"
"IvanaStach",0.158817464242006,"#AperturadeSesiones","BOTNOT"
"Ivana_Socoloff",0.0276140429422608,"#AsambleaLegislativa2020","BOTNOT"
"Ivanitamaldonad",0.0379801364663761,"#AperturadeSesiones","BOTNOT"
"IvanjoeIvan",0.393746460000491,"#AsambleaLegislativa2020","BOTNOT"
"JCRivarolaa",0.433677433532932,"#AsambleaLegislativa2020","BOTNOT"
"JGaleziowski",0.0444788321741982,"#Abortolegal2020","BOTNOT"
"JJRdrgz",0.0765131067279284,"#TodosConAlberto","BOTNOT"
"JORGONZA2007",0.119569866519679,"#AperturadeSesiones","BOTNOT"
"JOSA_3",0.0562449121005188,"#AperturadeSesiones","BOTNOT"
"JPuigdengolas",0.0481136657077545,"#Abortolegal2020","BOTNOT"
"JRSanAgustinOk",0.374266788182162,"#AperturadeSesiones","BOTNOT"
"JaimeComunidad3",0.148120708329673,"#Abortolegal2020","BOTNOT"
"JanayoG84",0.771304478988934,"#TodosConAlberto","BOT"
"JavierArgolo",0.0765131067279284,"#AsambleaLegislativa2020","BOTNOT"
"JavierdeEmbalse",0.0656555619800429,"#AperturadeSesiones","BOTNOT"
"Jazmin_PBustos",0.111167191085188,"#AperturadeSesiones","BOTNOT"
"Jeaa92",0.0889951559667924,"#AperturadeSesiones","BOTNOT"
"JennyLanter",0.374266788182162,"#AlbertoFernandez","BOTNOT"
"Jeremy_BA",0.0323987547370742,"#TodosConAlberto","BOTNOT"
"Jeronimogodoy1",0.0350826433931558,"#AperturadeSesiones","BOTNOT"
"JerryLuis01",0.182079031309288,"#AperturadeSesiones","BOTNOT"
"JesiiFer",0.0656555619800429,"#Abortolegal2020","BOTNOT"
"Jessi_Btz_",0.052029365506959,"#AsambleaLegislativa2020","BOTNOT"
"Jesus19436167",0.128515833759837,"#TodosConAlberto","BOTNOT"
"JeyFedz",0.0959027621411744,"#Abortolegal2020","BOTNOT"
"JggKar",0.158817464242006,"#AperturadeSesiones","BOTNOT"
"JiMartinez1984",0.119569866519679,"#TodosConAlberto","BOTNOT"
"JimeGbrl",0.221795687690215,"#Abortolegal2020","BOTNOT"
"JimenaJimenez7",0.318418856131781,"#Abortolegal2020","BOTNOT"
"JmanuelRossi",0.0708925733007609,"#AperturadeSesiones","BOTNOT"
"JoacoGuichaqueo",0.0656555619800429,"#AperturadeSesiones","BOTNOT"
"Joacoiba_07",0.0411067402195677,"#AsambleaLegislativa2020","BOTNOT"
"JoakoAriola",0.0444788321741982,"#Abortolegal2020","BOTNOT"
"JoakoMaragliano",0.0350826433931558,"#AsambleaLegislativa2020","BOTNOT"
"JoanaRuiz_",0.0350826433931558,"#AsambleaLegislativa2020","BOTNOT"
"Joaquin91184197",0.138026189602166,"#AperturadeSesiones","BOTNOT"
"JodJuanca",0.1701324265303,"#AsambleaLegislativa2020","BOTNOT"
"Jodanseidiotas",0.0959027621411744,"#AperturadeSesiones","BOTNOT"
"JonaaaGallego",0.0562449121005188,"#AperturadeSesiones","BOTNOT"
"Jonas86983416",0.907746547378614,"#Abortolegal2020","BOT"
"JoniNewStyle",0.207905573288023,"#AperturadeSesiones","BOTNOT"
"JoniVeglio",0.267344003063405,"#TodosConAlberto","BOTNOT"
"JonniiJone",0.0481136657077545,"#TodosConAlberto","BOTNOT"
"JonyLopez85",0.0708925733007609,"#AperturadeSesiones","BOTNOT"
"JorRausch",0.0959027621411744,"#AperturadeSesiones","BOTNOT"
"Jorg38356947",0.119569866519679,"#AsambleaLegislativa2020","BOTNOT"
"JorgeDuranok",0.119569866519679,"#Abortolegal2020","BOTNOT"
"JorgeRobertoLe2",0.413569897933165,"#TodosConAlberto","BOTNOT"
"JorgeValds3",0.221795687690215,"#AsambleaLegislativa2020","BOTNOT"
"Jorgelat448",0.495057564008046,"#TodosConAlberto","BOTNOT"
"JornadaWeb",0.0765131067279284,"#AsambleaLegislativa2020","BOTNOT"
"Jose18767082",0.1701324265303,"#AlbertoFernandez","BOTNOT"
"Jose29894224",0.207905573288023,"#AsambleaLegislativa2020","BOTNOT"
"Jose36851867",0.0889951559667924,"#AperturadeSesiones","BOTNOT"
"JoseLuisRamonOk",0.0411067402195677,"#AsambleaLegislativa2020","BOTNOT"
"JosefinaRocio__",0.111167191085188,"#AperturadeSesiones","BOTNOT"
"JotaCorvina",0.0323987547370742,"#AsambleaLegislativa2020","BOTNOT"
"JovScioliArg",0.236336911395384,"#TodosConAlberto","BOTNOT"
"Jrollup1",0.111167191085188,"#AsambleaLegislativa2020","BOTNOT"
"Juacolc",0.0959027621411744,"#TodosConAlberto","BOTNOT"
"Juakin009",0.0765131067279284,"#AperturadeSesiones","BOTNOT"
"JuampeMolinero",0.0276140429422608,"#AsambleaLegislativa2020","BOTNOT"
"Juampibello1",0.103285734671236,"#AlbertoFernandez","BOTNOT"
"Juan505",0.0323987547370742,"#AperturadeSesiones","BOTNOT"
"JuanCar80403726",0.724840216041015,"#TodosConAlberto","BOT"
"JuanEnsone",0.454005729161407,"#TodosConAlberto","BOTNOT"
"JuanIpe11",0.0379801364663761,"#AperturadeSesiones","BOTNOT"
"JuanMan15509812",0.1701324265303,"#AsambleaLegislativa2020","BOTNOT"
"JuanTenaillon",0.0708925733007609,"#AsambleaLegislativa2020","BOTNOT"
"JuanaLabarba",0.0350826433931558,"#AsambleaLegislativa2020","BOTNOT"
"JuanaMinujin",0.267344003063405,"#Abortolegal2020","BOTNOT"
"Juancrxz7",0.138026189602166,"#AperturadeSesiones","BOTNOT"
"JuaniMartignone",0.0444788321741982,"#Abortolegal2020","BOTNOT"
"JuaniWeide",0.052029365506959,"#TodosConAlberto","BOTNOT"
"Juani_garciaf",0.0656555619800429,"#AperturadeSesiones","BOTNOT"
"Juanicfk",0.0708925733007609,"#AperturadeSesiones","BOTNOT"
"Juanjojunin666",0.25152334764543,"#AperturadeSesiones","BOTNOT"
"Juanmartinez_o",0.0411067402195677,"#AsambleaLegislativa2020","BOTNOT"
"Juanmatobar",0.0562449121005188,"#Abortolegal2020","BOTNOT"
"JudiM777",0.0299138233514213,"#Abortolegal2020","BOTNOT"
"JuliGaz",0.0350826433931558,"#Abortolegal2020","BOTNOT"
"JuliSportMgmt",0.052029365506959,"#AperturadeSesiones","BOTNOT"
"Julia70256353",0.336555195487199,"#AperturadeSesiones","BOTNOT"
"JulianaVillalb6",0.0444788321741982,"#Abortolegal2020","BOTNOT"
"Julidii",0.0411067402195677,"#AsambleaLegislativa2020","BOTNOT"
"JulietCuev",0.0481136657077545,"#Abortolegal2020","BOTNOT"
"JulietNiet",0.0889951559667924,"#AsambleaLegislativa2020","BOTNOT"
"JulietaSGatica2",0.635706839522915,"#TodosConAlberto","BOT"
"JulietaVelasc0",0.0481136657077545,"#Abortolegal2020","BOTNOT"
"JuliiTamborini",0.0350826433931558,"#Abortolegal2020","BOTNOT"
"JuliianArellano",0.0379801364663761,"#Abortolegal2020","BOTNOT"
"Julin11193291",0.576808656254886,"#TodosConAlberto","BOTNOT"
"Julio_El_Ali",0.0889951559667924,"#AsambleaLegislativa2020","BOTNOT"
"JulioangelE",0.393746460000491,"#AperturadeSesiones","BOTNOT"
"JulitaHang",0.119569866519679,"#Abortolegal2020","BOTNOT"
"JulsOnTheRocks",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"Junior13JM",0.0481136657077545,"#AperturadeSesiones","BOTNOT"
"JxRArgentina",0.336555195487199,"#AperturadeSesiones","BOTNOT"
"KLibrado",0.0889951559667924,"#AperturadeSesiones","BOTNOT"
"KaosEnArgentina",0.158817464242006,"#AperturadeSesiones","BOTNOT"
"KaraPar68413247",0.182079031309288,"#AperturadeSesiones","BOTNOT"
"KarenNaviac",0.111167191085188,"#AperturadeSesiones","BOTNOT"
"KarenNsz",0.0656555619800429,"#Abortolegal2020","BOTNOT"
"Kari_Abrigo21",0.0708925733007609,"#AperturadeSesiones","BOTNOT"
"KarinaBJeronimo",0.207905573288023,"#TodosConAlberto","BOTNOT"
"KaryPinto22",0.0481136657077545,"#TodosConAlberto","BOTNOT"
"KatherinaMagali",0.111167191085188,"#Abortolegal2020","BOTNOT"
"Kathleenb94",0.0481136657077545,"#Abortolegal2020","BOTNOT"
"Kdel2019",0.0825396626774012,"#AperturadeSesiones","BOTNOT"
"KetuOtero",0.0656555619800429,"#AperturadeSesiones","BOTNOT"
"Ketzal_Sandoval",0.0299138233514213,"#Abortolegal2020","BOTNOT"
"Kevin_akdmico22",0.0765131067279284,"#AsambleaLegislativa2020","BOTNOT"
"Kgamuchos3",0.0765131067279284,"#AperturadeSesiones","BOTNOT"
"Kitanpulga",0.0765131067279284,"#AperturadeSesiones","BOTNOT"
"KittyNeko8",0.111167191085188,"#AperturadeSesiones","BOTNOT"
"KlaatuTheRobot",0.103285734671236,"#Abortolegal2020","BOTNOT"
"Klili86486746",0.0562449121005188,"#TodosConAlberto","BOTNOT"
"KolinaLaPlata",0.128515833759837,"#AperturadeSesiones","BOTNOT"
"Kolina_MdP",0.0656555619800429,"#TodosConAlberto","BOTNOT"
"Kono2018",0.374266788182162,"#AperturadeSesiones","BOTNOT"
"L04v_xx_",0.936923076370596,"#Abortolegal2020","BOT"
"LAURA_K_ok",0.0708925733007609,"#AsambleaLegislativa2020","BOTNOT"
"LRuizOk",0.0607801135208407,"#Abortolegal2020","BOTNOT"
"LSilvaARG",0.111167191085188,"#AperturadeSesiones","BOTNOT"
"L_A_Woman_92",0.207905573288023,"#TodosConAlberto","BOTNOT"
"L_BlueBird",0.221795687690215,"#AperturadeSesiones","BOTNOT"
"LaCamporaEE",0.495057564008046,"#TodosConAlberto","BOTNOT"
"LaCampora_PCH",0.103285734671236,"#TodosConAlberto","BOTNOT"
"LaCausa_Popular",0.111167191085188,"#TodosConAlberto","BOTNOT"
"LaFlora82",0.128515833759837,"#AperturadeSesiones","BOTNOT"
"LaGabyVe",0.0889951559667924,"#TodosConAlberto","BOTNOT"
"LaGacetaTucuman",0.0411067402195677,"#AlbertoFernandez","BOTNOT"
"LaMaga18",0.0959027621411744,"#TodosConAlberto","BOTNOT"
"LaMagaMuggle",0.0323987547370742,"#Abortolegal2020","BOTNOT"
"LaPlataCBell",0.0765131067279284,"#AperturadeSesiones","BOTNOT"
"LaSuarezM",0.0825396626774012,"#Abortolegal2020","BOTNOT"
"LaSudakita",0.0481136657077545,"#AperturadeSesiones","BOTNOT"
"LadyGonzales06",0.236336911395384,"#AperturadeSesiones","BOTNOT"
"LadyMalbecSyrah",0.111167191085188,"#AperturadeSesiones","BOTNOT"
"Laelena6",0.111167191085188,"#AperturadeSesiones","BOTNOT"
"Lahijadeotto",0.0299138233514213,"#Abortolegal2020","BOTNOT"
"Lalimsg",0.0562449121005188,"#AperturadeSesiones","BOTNOT"
"Laloleandro_",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"Laluperal1",0.0379801364663761,"#Abortolegal2020","BOTNOT"
"LalyAmarillo",0.0656555619800429,"#AlbertoFernandez","BOTNOT"
"LalyGhost",0.0889951559667924,"#AperturadeSesiones","BOTNOT"
"LaraAllevato",0.0323987547370742,"#Abortolegal2020","BOTNOT"
"LaraJustiniano",0.0379801364663761,"#AperturadeSesiones","BOTNOT"
"LarissaGimenezE",0.0350826433931558,"#Abortolegal2020","BOTNOT"
"LasRamonasok",0.0656555619800429,"#Abortolegal2020","BOTNOT"
"LasTrinches",0.283782475135694,"#Abortolegal2020","BOTNOT"
"LauLopezUsh",0.0444788321741982,"#AperturadeSesiones","BOTNOT"
"LauM007",0.0708925733007609,"#AsambleaLegislativa2020","BOTNOT"
"LauTapiaM",0.148120708329673,"#Abortolegal2020","BOTNOT"
"Lau_BocaJuniors",0.052029365506959,"#TodosConAlberto","BOTNOT"
"Laubarbieri_",0.0276140429422608,"#Abortolegal2020","BOTNOT"
"Lauipisti",0.374266788182162,"#Abortolegal2020","BOTNOT"
"LauraCgl1",0.0959027621411744,"#AperturadeSesiones","BOTNOT"
"LauraDalmasso1",0.495057564008046,"#AsambleaLegislativa2020","BOTNOT"
"LauraGa02925695",0.962577427795952,"#Abortolegal2020","BOT"
"LauraNavarroMZA",0.0444788321741982,"#TodosConAlberto","BOTNOT"
"LauraReginaBazz",0.207905573288023,"#AperturadeSesiones","BOTNOT"
"Laura_Junin",0.0708925733007609,"#Abortolegal2020","BOTNOT"
"Laura_V_Frost",0.0607801135208407,"#AsambleaLegislativa2020","BOTNOT"
"Laurahnz50Laura",0.194667737284505,"#AperturadeSesiones","BOTNOT"
"Laurgmz",0.207905573288023,"#Abortolegal2020","BOTNOT"
"LauriitaCarp",0.0350826433931558,"#Abortolegal2020","BOTNOT"
"LautaroJ_PTS",0.0350826433931558,"#AsambleaLegislativa2020","BOTNOT"
"LautiCorvalanOk",0.236336911395384,"#TodosConAlberto","BOTNOT"
"LeChuck_89",0.221795687690215,"#Abortolegal2020","BOTNOT"
"Le_Konspirador",0.0825396626774012,"#AsambleaLegislativa2020","BOTNOT"
"Le_deoto",0.0481136657077545,"#AlbertoFernandez","BOTNOT"
"LealtadyJusti",0.0889951559667924,"#AperturadeSesiones","BOTNOT"
"LeanFaquito",0.0379801364663761,"#AperturadeSesiones","BOTNOT"
"LeandFigueroa",0.0350826433931558,"#Abortolegal2020","BOTNOT"
"LecheDiente",0.119569866519679,"#AperturadeSesiones","BOTNOT"
"LeirasMarce",0.0607801135208407,"#TodosConAlberto","BOTNOT"
"LeoFCamacho",0.0299138233514213,"#Abortolegal2020","BOTNOT"
"LeoSalva7",0.194667737284505,"#Abortolegal2020","BOTNOT"
"LeonMaltes",0.119569866519679,"#AperturadeSesiones","BOTNOT"
"Leonard45494649",0.65455964610715,"#AsambleaLegislativa2020","BOT"
"Leonard71193333",0.207905573288023,"#AperturadeSesiones","BOTNOT"
"LeonelAcostaMst",0.0825396626774012,"#AperturadeSesiones","BOTNOT"
"LeonelaScasso",0.0379801364663761,"#Abortolegal2020","BOTNOT"
"Leosalas1203",0.336555195487199,"#TodosConAlberto","BOTNOT"
"Leproso156",0.0656555619800429,"#AperturadeSesiones","BOTNOT"
"LetLau1870",0.1701324265303,"#AsambleaLegislativa2020","BOTNOT"
"LiaOrozco987",0.128515833759837,"#Abortolegal2020","BOTNOT"
"LibertarioNorte",0.0562449121005188,"#AsambleaLegislativa2020","BOTNOT"
"LibresSanLuis",0.413569897933165,"#Abortolegal2020","BOTNOT"
"Licha_Peralta",0.0299138233514213,"#AperturadeSesiones","BOTNOT"
"Lilen_AM",0.0444788321741982,"#TodosConAlberto","BOTNOT"
"LiliCorzo",0.138026189602166,"#AperturadeSesiones","BOTNOT"
"LilianBurroni",0.740959858610242,"#TodosConAlberto","BOT"
"LilianaBergesio",0.690801916006448,"#AperturadeSesiones","BOT"
"LiloRasta",0.0299138233514213,"#Abortolegal2020","BOTNOT"
"LinaMar12053841",0.515643330531229,"#Abortolegal2020","BOTNOT"
"Lina_d_f",0.0607801135208407,"#AlbertoFernandez","BOTNOT"
"Line_y_Maul",0.0708925733007609,"#AperturadeSesiones","BOTNOT"
"LioEscobar",0.0765131067279284,"#AperturadeSesiones","BOTNOT"
"LionelKorsunsky",0.616428062638762,"#TodosConAlberto","BOT"
"LionelStiglitz",0.0562449121005188,"#AperturadeSesiones","BOTNOT"
"Lippe65591859",0.300816711527256,"#Abortolegal2020","BOTNOT"
"LisandroRamosOK",0.0708925733007609,"#AsambleaLegislativa2020","BOTNOT"
"LittleMimu",0.0481136657077545,"#AperturadeSesiones","BOTNOT"
"Liz___MC",0.194667737284505,"#Abortolegal2020","BOTNOT"
"LmcousoCouso",0.0656555619800429,"#AperturadeSesiones","BOTNOT"
"LoLulil",0.0323987547370742,"#Abortolegal2020","BOTNOT"
"LogiuV",0.158817464242006,"#TodosConAlberto","BOTNOT"
"LolaGomez2019",0.267344003063405,"#AperturadeSesiones","BOTNOT"
"LolitaSasi",0.0350826433931558,"#AsambleaLegislativa2020","BOTNOT"
"LopezSofy",0.236336911395384,"#AperturadeSesiones","BOTNOT"
"LoreCappelletti",0.1701324265303,"#AperturadeSesiones","BOTNOT"
"LoreLau6",0.283782475135694,"#TodosConAlberto","BOTNOT"
"LoreleyAR11",0.103285734671236,"#AperturadeSesiones","BOTNOT"
"Loreleyn2011",0.103285734671236,"#AperturadeSesiones","BOTNOT"
"LorenaFabbri2",0.474488541290675,"#TodosConAlberto","BOTNOT"
"LorenaIbez6",0.148120708329673,"#AperturadeSesiones","BOTNOT"
"Lorena_parrado2",0.0656555619800429,"#AperturadeSesiones","BOTNOT"
"LouNicastro1",0.0481136657077545,"#TodosConAlberto","BOTNOT"
"Lour_Rivero",0.0562449121005188,"#AsambleaLegislativa2020","BOTNOT"
"LourdesAponteA",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"LouurdesF",0.103285734671236,"#TodosConAlberto","BOTNOT"
"Lozilul",0.194667737284505,"#Abortolegal2020","BOTNOT"
"LuCeresola",0.0656555619800429,"#AlbertoFernandez","BOTNOT"
"Lu_Mox",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"LuanaSimioni",0.0379801364663761,"#AperturadeSesiones","BOTNOT"
"Lubidulia",0.0765131067279284,"#Abortolegal2020","BOTNOT"
"LucaCarranza6",0.148120708329673,"#AsambleaLegislativa2020","BOTNOT"
"Lucas37009380",0.0708925733007609,"#AperturadeSesiones","BOTNOT"
"LucasEstebanGo1",0.65455964610715,"#AperturadeSesiones","BOT"
"Lucas_vmc",0.824211883217638,"#Abortolegal2020","BOT"
"Luchiileal",0.0562449121005188,"#Abortolegal2020","BOTNOT"
"Luchita_Luchita",0.221795687690215,"#AperturadeSesiones","BOTNOT"
"LuchoBeniitez",0.0562449121005188,"#AperturadeSesiones","BOTNOT"
"LuchoPichu",0.0562449121005188,"#Abortolegal2020","BOTNOT"
"Luchog7",0.0607801135208407,"#AperturadeSesiones","BOTNOT"
"LuciaEtcheves",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"LuciaLourds",0.0562449121005188,"#AperturadeSesiones","BOTNOT"
"LuciaSalvatto",0.111167191085188,"#Abortolegal2020","BOTNOT"
"LucianaSant_",0.0607801135208407,"#Abortolegal2020","BOTNOT"
"Lucianacenteno7",0.920645783244535,"#Abortolegal2020","BOT"
"LucianoFasano5",0.515643330531229,"#Abortolegal2020","BOTNOT"
"LucianooMrls",0.148120708329673,"#AperturadeSesiones","BOTNOT"
"LucilaEva",0.052029365506959,"#AsambleaLegislativa2020","BOTNOT"
"LucinemaS",0.1701324265303,"#AperturadeSesiones","BOTNOT"
"LucioAnibal3",0.221795687690215,"#AperturadeSesiones","BOTNOT"
"LucreOstera",0.0607801135208407,"#AperturadeSesiones","BOTNOT"
"Lucschzr",0.0607801135208407,"#Abortolegal2020","BOTNOT"
"Lucyloless_",0.0299138233514213,"#Abortolegal2020","BOTNOT"
"Lucysanzio",0.0444788321741982,"#Abortolegal2020","BOTNOT"
"Ludmilaabobbio",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"LuisCesarUrban1",0.111167191085188,"#AperturadeSesiones","BOTNOT"
"LuisCor03331975",0.724840216041015,"#AperturadeSesiones","BOT"
"Luisalaja16",0.158817464242006,"#TodosConAlberto","BOTNOT"
"Luisdebanfield",0.194667737284505,"#AsambleaLegislativa2020","BOTNOT"
"Luisinaf_",0.0276140429422608,"#AperturadeSesiones","BOTNOT"
"Luislobo671",0.158817464242006,"#AsambleaLegislativa2020","BOTNOT"
"Luisoveintidos",0.0411067402195677,"#AsambleaLegislativa2020","BOTNOT"
"Lulamaravilla",0.0607801135208407,"#TodosConAlberto","BOTNOT"
"LuliCarminatti",0.052029365506959,"#Abortolegal2020","BOTNOT"
"LuliiDmitruk",0.221795687690215,"#AperturadeSesiones","BOTNOT"
"LulinskiMati",0.1701324265303,"#AperturadeSesiones","BOTNOT"
"LumaAbulafia",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"Lumar131",0.1701324265303,"#AsambleaLegislativa2020","BOTNOT"
"Lunagustina25",0.0411067402195677,"#Abortolegal2020","BOTNOT"
"LupiCervantess",0.0350826433931558,"#Abortolegal2020","BOTNOT"
"Lupita96304901",0.111167191085188,"#Abortolegal2020","BOTNOT"
"LuuCgo",0.0562449121005188,"#AperturadeSesiones","BOTNOT"
"LuuLiCanalla",0.0959027621411744,"#AperturadeSesiones","BOTNOT"
"LuuZarate",0.138026189602166,"#Abortolegal2020","BOTNOT"
"Luucre06_rotger",0.119569866519679,"#AperturadeSesiones","BOTNOT"
"LuuliKuttel",0.0350826433931558,"#Abortolegal2020","BOTNOT"
"Luupederiva",0.0276140429422608,"#AperturadeSesiones","BOTNOT"
"Luz00478047",0.267344003063405,"#Abortolegal2020","BOTNOT"
"Luz_DosSantos",0.0323987547370742,"#Abortolegal2020","BOTNOT"
"MANU_veco",0.119569866519679,"#Abortolegal2020","BOTNOT"
"MATIASREINOSO6",0.300816711527256,"#Abortolegal2020","BOTNOT"
"MAYRA28090979",0.052029365506959,"#TodosConAlberto","BOTNOT"
"MAngelesGJ",0.236336911395384,"#Abortolegal2020","BOTNOT"
"MIRIAMPOR3",0.0656555619800429,"#AperturadeSesiones","BOTNOT"
"MOREFRUTOS",0.1701324265303,"#TodosConAlberto","BOTNOT"
"MPinnaOtero",0.0481136657077545,"#Abortolegal2020","BOTNOT"
"MTLaMatanza",0.495057564008046,"#TodosConAlberto","BOTNOT"
"MUNDOMexico_",0.128515833759837,"#Abortolegal2020","BOTNOT"
"MVVvicky1",0.0708925733007609,"#Abortolegal2020","BOTNOT"
"MYRNA_FF",0.785507601006845,"#TodosConAlberto","BOT"
"M_BelenOrtiz",0.0411067402195677,"#AsambleaLegislativa2020","BOTNOT"
"MaFerSouza_",0.0379801364663761,"#TodosConAlberto","BOTNOT"
"Maaaximonzon",0.0765131067279284,"#AperturadeSesiones","BOTNOT"
"MaaiOlmedo",0.148120708329673,"#Abortolegal2020","BOTNOT"
"MaariOlivares",0.0379801364663761,"#AperturadeSesiones","BOTNOT"
"Maatisaanchez",0.0323987547370742,"#Abortolegal2020","BOTNOT"
"MaayLizarraga7",0.0299138233514213,"#Abortolegal2020","BOTNOT"
"MacaaRamirez",0.0765131067279284,"#Abortolegal2020","BOTNOT"
"Macarena_8090",0.128515833759837,"#AperturadeSesiones","BOTNOT"
"Macasmiler3",0.119569866519679,"#AperturadeSesiones","BOTNOT"
"MacielFloor",0.0444788321741982,"#Abortolegal2020","BOTNOT"
"Madeline9462425",0.0765131067279284,"#TodosConAlberto","BOTNOT"
"Mafepeca",0.0481136657077545,"#Abortolegal2020","BOTNOT"
"MafyArg",0.158817464242006,"#TodosConAlberto","BOTNOT"
"Magaursula",0.0607801135208407,"#AperturadeSesiones","BOTNOT"
"Magdis289",0.0481136657077545,"#Abortolegal2020","BOTNOT"
"Maggie_Savall",0.0444788321741982,"#Abortolegal2020","BOTNOT"
"MaguiSchmid",0.0607801135208407,"#TodosConAlberto","BOTNOT"
"MaguiiiiMarr",0.0825396626774012,"#Abortolegal2020","BOTNOT"
"MaineroCami",0.0444788321741982,"#Abortolegal2020","BOTNOT"
"MajoAndraca",0.0323987547370742,"#AperturadeSesiones","BOTNOT"
"MajoRellan22",0.454005729161407,"#Abortolegal2020","BOTNOT"
"Malatocesar",0.103285734671236,"#AsambleaLegislativa2020","BOTNOT"
"Male__r",0.052029365506959,"#AsambleaLegislativa2020","BOTNOT"
"Malenasold",0.128515833759837,"#Abortolegal2020","BOTNOT"
"Manducha_",0.0708925733007609,"#AperturadeSesiones","BOTNOT"
"Manso56",0.0656555619800429,"#TodosConAlberto","BOTNOT"
"ManuDotNet",0.0708925733007609,"#Abortolegal2020","BOTNOT"
"ManuelBeto212",0.0765131067279284,"#Abortolegal2020","BOTNOT"
"Manueletch",0.0299138233514213,"#AperturadeSesiones","BOTNOT"
"MaquiaveloNico_",0.0607801135208407,"#AperturadeSesiones","BOTNOT"
"MarVarguez",0.221795687690215,"#Abortolegal2020","BOTNOT"
"Mar_Matos_",0.267344003063405,"#TodosConAlberto","BOTNOT"
