"user","point"
"'rola_ge'",0.128515833759837
"'juanmbazurto'",0.0299138233514213
"'ivanacast'",0.0607801135208407
"'LuCeresola'",0.0656555619800429
"'ElObrero42'",0.596776171128277
"'CintyaCanalla'",0.0607801135208407
"'MartinezAgoss'",0.0889951559667924
"'felipelahiteau'",0.0607801135208407
"'CerisolaSofia'",0.0607801135208407
"'instaladrando'",0.0299138233514213
"'LulinskiMati'",0.1701324265303
"'RafBerecoechea'",0.119569866519679
"'MarlivoMarili'",0.1701324265303
"'Lour_Rivero'",0.0562449121005188
"'AranovichL'",0.0765131067279284
"'Mumalamza'",0.0825396626774012
"'sxmniffero'",0.515643330531229
"'MaariOlivares'",0.0379801364663761
"'oscarqtoarg'",0.0656555619800429
"'CeledelBianco'",0.0411067402195677
"'AnaMaRodV'",0.0765131067279284
"'DrCustoSalazar'",0.1701324265303
"'atenea2604'",0.0299138233514213
"'Jeaa92'",0.0889951559667924
"'JorgeValds3'",0.221795687690215
"'pauliii_Abrahan'",0.0656555619800429
"'elevalldigna'",0.111167191085188
"'mabelzingara'",0.0562449121005188
"'OnlyFloor'",0.0350826433931558
"'SinHeteronimo'",0.0708925733007609
"'lunadelmarok'",0.0656555619800429
"'AbrilGarraza'",0.119569866519679
"'NahuH_JRR'",0.0481136657077545
"'JorgeRobertoLe2'",0.413569897933165
"'LaraAllevato'",0.0323987547370742
"'RiesgoPaisOK'",0.283782475135694
"'angelespaso'",0.53617614776787
"'Julio_El_Ali'",0.0889951559667924
"'DANIELTIGANI'",0.0656555619800429
"'jennilwain'",0.0562449121005188
"'paherrera1'",0.596776171128277
"'Coya_Orgullosa'",0.0765131067279284
"'JennyLanter'",0.374266788182162
"'VePanzerini'",0.0444788321741982
"'JuliSportMgmt'",0.052029365506959
"'EduardoVenosi'",0.158817464242006
"'geobojo'",0.0350826433931558
"'RodolfoStoessel'",0.0481136657077545
"'mmarti6'",0.0411067402195677
"'YoSusana_ok'",0.103285734671236
"'mabi511'",0.194667737284505
"'fabio_prette'",0.300816711527256
"'ezebisso'",0.0708925733007609
"'SoriaEnAccion'",0.148120708329673
"'sradnadie'",0.0825396626774012
"'GarinLeo'",0.0562449121005188
"'tiaraparra30'",0.0765131067279284
"'DritaAngelelli'",0.119569866519679
"'LuciaLourds'",0.0562449121005188
"'anahhache'",0.0656555619800429
"'Anna_The_Brave'",0.0959027621411744
"'Miaaramirez'",0.128515833759837
"'lau_quilmes'",0.0481136657077545
"'mgmladin'",0.0323987547370742
"'osky_ar'",0.0765131067279284
"'mauuro_ar'",0.0562449121005188
"'carlosLara2891'",0.111167191085188
"'luis_lvcaputa'",0.0656555619800429
"'donabrahan2'",0.207905573288023
"'RociiG'",0.0607801135208407
"'HibraimShafk'",0.413569897933165
"'CarlaIrupe'",0.0825396626774012
"'meg170646'",0.194667737284505
"'TROVADORDIGITAL'",0.158817464242006
"'Celegutierrezf'",0.0656555619800429
"'maritonick'",0.0444788321741982
"'alessiopum'",0.0444788321741982
"'lobopincha'",0.138026189602166
"'fergarramuno'",0.0299138233514213
"'marisalilianaca'",0.0765131067279284
"'costanzatw'",0.0607801135208407
"'Bizalel'",0.393746460000491
"'Bukicita'",0.0411067402195677
"'can_desol'",0.0765131067279284
"'MarimarexeOliva'",0.128515833759837
"'NickyMarquez1'",0.0708925733007609
"'CarolAbS'",0.0379801364663761
"'Sophiegnzlz'",0.0350826433931558
"'aggosmar'",0.0323987547370742
"'Silescorpio'",0.138026189602166
"'amnestyfinland'",0.1701324265303
"'awkward__1998'",0.0323987547370742
"'FallenMaisa'",0.0889951559667924
"'VascoVero'",0.111167191085188
"'jorevera'",0.0656555619800429
"'CandeSolsu'",0.0765131067279284
"'tidaluhlvs'",0.103285734671236
"'LSilvaARG'",0.111167191085188
"'Anamaufer_teamo'",0.283782475135694
"'CriadoInchauspe'",0.194667737284505
"'MiuCastiglioni'",0.0411067402195677
"'FlorSciutti'",0.0959027621411744
"'A_Mancuello1'",0.052029365506959
"'CandCremonte'",0.052029365506959
"'marian383'",0.158817464242006
"'floranzani'",0.355186217086113
"'antoochiappini'",0.0276140429422608
"'CarlosBonfiglio'",0.111167191085188
"'brengiselle_21'",0.111167191085188
"'LionelKorsunsky'",0.616428062638762
"'gmarti563'",0.0299138233514213
"'vanebonfoco'",0.267344003063405
"'BetoAguilera17'",0.25152334764543
"'Sebas_DN'",0.374266788182162
"'OPotetti'",0.194667737284505
"'agusdaloisio_'",0.0481136657077545
"'CTEPRegionalLP'",0.0889951559667924
"'cami_guzz'",0.756452464665557
"'OsvaldoCentro'",0.111167191085188
"'ppglobe'",0.207905573288023
"'IneRodriguezC15'",0.0276140429422608
"'NoeGaffuri'",0.0656555619800429
"'MajoAndraca'",0.0323987547370742
"'quevivalamatria'",0.119569866519679
"'loco1974rosario'",0.393746460000491
"'viccas123'",0.393746460000491
"'md_yanki'",0.0708925733007609
"'achbannatalia'",0.0607801135208407
"'conisucarrat'",0.0656555619800429
"'RoxanaCecc'",0.0350826433931558
"'CoriaLM86'",0.207905573288023
"'biromepepe82'",0.926458400140048
"'CandeLLona'",0.0708925733007609
"'hesticarus91'",0.138026189602166
"'Antonellalvare3'",0.052029365506959
"'LolitaSasi'",0.0350826433931558
"'Saichi_23'",0.0299138233514213
"'ElisaMancerael1'",0.283782475135694
"'bsca319'",0.0444788321741982
"'martindonate'",0.0481136657077545
"'aguchota'",0.0481136657077545
"'grace34954193'",0.182079031309288
"'kkblock'",0.0889951559667924
"'ArealMaga'",0.111167191085188
"'cohendie'",0.0444788321741982
"'sofiairiartte'",0.900613629858979
"'AlanArbizu'",0.0276140429422608
"'charlymatz78'",0.207905573288023
"'LorenaIbez6'",0.148120708329673
"'Luisdebanfield'",0.194667737284505
"'agustinsaave09'",0.0825396626774012
"'candelavane1'",0.182079031309288
"'rozulangels2'",0.236336911395384
"'MafyArg'",0.158817464242006
"'frixhele'",0.0959027621411744
"'Gonza07731867'",0.207905573288023
"'Graciascielito'",0.0411067402195677
"'_VictoriaHerrer'",0.0254864249403189
"'danielaherrerx'",0.128515833759837
"'lacorrientek'",0.103285734671236
"'ColganteLa'",0.236336911395384
"'Solgonzalezjb'",0.0765131067279284
"'paogiorgis'",0.0411067402195677
"'JimeGbrl'",0.221795687690215
"'agustinaramayo1'",0.0411067402195677
"'miss_parana'",0.207905573288023
"'mccormack4ever'",0.0481136657077545
"'florenciagsisti'",0.0656555619800429
"'Belu_Q19'",0.0607801135208407
"'VSullazzo'",0.158817464242006
"'luciapnoel'",0.111167191085188
"'LioEscobar'",0.0765131067279284
"'ShowYiyo'",0.128515833759837
"'RoGalvan13'",0.454005729161407
"'TecnoNenu'",0.119569866519679
"'chandlzr'",0.0444788321741982
"'_awakenmysenses'",0.300816711527256
"'rosmartuu'",0.103285734671236
"'SabrinaCorujo'",0.0379801364663761
"'__agusstna'",0.0276140429422608
"'hanna1452'",0.0959027621411744
"'bombyxmoori'",0.119569866519679
"'Tolalolaarg'",0.207905573288023
"'AlfredoGabrielG'",0.0562449121005188
"'Comuna2Recoleta'",0.194667737284505
"'ArgTrend'",0.454005729161407
"'lunaclaudia516'",0.103285734671236
"'azulcuadrad'",0.0411067402195677
"'mgalonsok'",0.556587037349653
"'elena27025'",0.355186217086113
"'desde_abajo'",0.0562449121005188
"'BeatrizRalli'",0.0411067402195677
"'mfvea1'",0.267344003063405
"'juanbaaq'",0.0825396626774012
"'KaraPar68413247'",0.182079031309288
"'LadyGonzales06'",0.236336911395384
"'SUR1948'",0.119569866519679
"'TereGarciaOK'",0.0562449121005188
"'NeJuanma'",0.0481136657077545
"'luuledominguez'",0.0562449121005188
"'CrisDallOrso'",0.0765131067279284
"'eesilvab'",0.0765131067279284
"'rocibustamantef'",0.0379801364663761
"'iaraaare'",0.0350826433931558
"'RaffinAna'",0.0254864249403189
"'BrunooGiusti'",0.052029365506959
"'FILIAUGUSTOARG'",0.0481136657077545
"'NaturalKiller27'",0.0708925733007609
"'valeriafgl'",0.0481136657077545
"'FlorenciaOgando'",0.0323987547370742
"'IrinaLerda'",0.0765131067279284
"'naatt87'",0.0323987547370742
"'lilireda177'",0.0825396626774012
"'aguszferreira'",0.119569866519679
"'mauresian'",0.0889951559667924
"'NicheaMarisa'",0.83582857577528
"'abelmiranda05'",0.0323987547370742
"'eXequiel9999999'",0.103285734671236
"'LecheDiente'",0.119569866519679
"'LauTapiaM'",0.148120708329673
"'vaquino'",0.0481136657077545
"'DiegoAl02387725'",0.148120708329673
"'calesita1960'",0.0708925733007609
"'SergioGarciaMST'",0.0889951559667924
"'luligconde'",0.052029365506959
"'Sol_Alcoba_'",0.138026189602166
"'RuedaRox'",0.0825396626774012
"'MarcosCianni'",0.616428062638762
"'AlejandroFloydv'",0.1701324265303
"'adrianahar'",0.0959027621411744
"'InstitutoGestar'",0.119569866519679
"'KittyNeko8'",0.111167191085188
"'juli_sartorii'",0.0889951559667924
"'OrejaPulga'",0.0481136657077545
"'PERIODlSTAPERON'",0.596776171128277
"'JoakoAriola'",0.0444788321741982
"'Romina03133051'",0.25152334764543
"'adri_lamorocha'",0.138026189602166
"'galeanoagustin2'",0.616428062638762
"'Elozonda'",0.1701324265303
"'NoemiReturn'",0.119569866519679
"'Sab23gomez'",0.0379801364663761
"'iridalmau'",0.182079031309288
"'Trinity40775780'",0.433677433532932
"'marcelokuervo'",0.207905573288023
"'livefeliz'",0.0765131067279284
"'danna_morinigo'",0.052029365506959
"'ValeBrizuela5'",0.672938751801702
"'lgbellini'",0.0708925733007609
"'Pineda59064876'",0.207905573288023
"'chiesa_juan'",0.0708925733007609
"'vaturcada'",0.0959027621411744
"'Fede_Nalli'",0.0444788321741982
"'leunam6505'",0.515643330531229
"'amaly57'",0.1701324265303
"'pablobritz1978'",0.0379801364663761
"'F666Laura'",0.111167191085188
"'marimur58'",0.0656555619800429
"'GrinbankDaniel'",0.0481136657077545
"'aticussT'",0.0607801135208407
"'LauraDalmasso1'",0.495057564008046
"'CaseyJonesOK'",0.454005729161407
"'CAZOTTELMA'",0.0959027621411744
"'marilopez555'",0.0765131067279284
"'ChVR77'",0.65455964610715
"'AFranStaFe'",0.119569866519679
"'jorgl86'",0.0411067402195677
"'LalyAmarillo'",0.0656555619800429
"'YaNoTeAguanto'",0.111167191085188
"'jfScarttezzini'",0.0444788321741982
"'decano65'",0.0562449121005188
"'Tavuelt'",0.0708925733007609
"'alpistegood'",0.138026189602166
"'julesbejarano83'",0.0708925733007609
"'Ultraviolet2912'",0.103285734671236
"'dermeguer'",0.0444788321741982
"'lau_emergento'",0.0708925733007609
"'BruAdrian'",0.119569866519679
"'Nazasobol1'",0.0562449121005188
"'IrrompiblesC15'",0.283782475135694
"'EdPMB'",0.0825396626774012
"'griguela'",0.0607801135208407
"'frede2500'",0.0708925733007609
"'CarlodiRaval'",0.148120708329673
"'oneariel'",0.119569866519679
"'sebas325'",0.182079031309288
"'Guillotewinner'",0.0708925733007609
"'cristianm1422'",0.0323987547370742
"'ChangoDeRadio'",0.283782475135694
"'PomodoroWhite'",0.138026189602166
"'LAURA_K_ok'",0.0708925733007609
"'brunobarontini'",0.0656555619800429
"'madios69'",0.0825396626774012
"'alefaure04'",0.556587037349653
"'LaSudakita'",0.0481136657077545
"'hector_cortina'",0.0825396626774012
"'SolL0pez'",0.0323987547370742
"'vicjer74'",0.111167191085188
"'Aldana_Susana'",0.0708925733007609
"'sofi_de_vil'",0.0323987547370742
"'Candee_Moyano'",0.0656555619800429
"'nicofernandezj'",0.0656555619800429
"'KaryPinto22'",0.0481136657077545
"'jimenaroldan'",0.0825396626774012
"'rosaluciacabral'",0.0607801135208407
"'rossi_delfina'",0.0656555619800429
"'NadiaRocker58'",0.0481136657077545
"'LarissaGimenezE'",0.0350826433931558
"'SofiJuarez_'",0.0254864249403189
"'Maritacrespo'",0.0765131067279284
"'candemoralesv'",0.0299138233514213
"'Brisaa_Lujaan'",0.0481136657077545
"'FionaRitta'",0.0379801364663761
"'beoneway'",0.111167191085188
"'granillojm'",0.0607801135208407
"'analiagamarra'",0.0350826433931558
"'ValenEstrella4'",0.0350826433931558
"'YOON51593'",0.138026189602166
"'Junior13JM'",0.0481136657077545
"'alejandranemes1'",0.158817464242006
"'soynevenn'",0.207905573288023
"'cocadevidrio_'",0.0607801135208407
"'davidce_ar'",0.0607801135208407
"'LuchoPichu'",0.0562449121005188
"'Grupofusa'",0.158817464242006
"'Florazzoni'",0.0254864249403189
"'emiliaraffo'",0.119569866519679
"'NoeliaRamonn'",0.0708925733007609
"'matsubeaok'",0.0607801135208407
"'joocko13'",0.0959027621411744
"'militarabo'",0.0379801364663761
"'pignataseba'",0.0765131067279284
"'JulietaSGatica2'",0.635706839522915
"'jimenaaraceliko'",0.128515833759837
"'Nelu64020379'",0.221795687690215
"'tefihabib'",0.0481136657077545
"'SoleVallejos'",0.052029365506959
"'claudiyaak'",0.128515833759837
"'marialuzzzr'",0.194667737284505
"'Bochosky'",0.0379801364663761
"'Bernard24617136'",0.283782475135694
"'ANGELVI_Argenta'",0.052029365506959
"'Leproso156'",0.0656555619800429
"'HPICATTO'",0.221795687690215
"'mayraiglesias_'",0.495057564008046
"'Juanjojunin666'",0.25152334764543
"'MaruNonpalidece'",0.148120708329673
"'RociParedes1'",0.0481136657077545
"'_rocipalavecino'",0.0323987547370742
"'antologiastyles'",0.1701324265303
"'melujaraa'",0.0379801364663761
"'luchoferrari98'",0.0562449121005188
"'EvaDuarte2016'",0.128515833759837
"'JJRdrgz'",0.0765131067279284
"'Laluperal1'",0.0379801364663761
"'patounzue'",0.0350826433931558
"'femivirus'",0.267344003063405
"'ineclavin'",0.103285734671236
"'robello_l'",0.0607801135208407
"'meugc'",0.0254864249403189
"'CosaCosa00'",0.194667737284505
"'gahatum'",0.182079031309288
"'SmargiassiA'",0.148120708329673
"'jorgelmontoya'",0.128515833759837
"'stylinsxn_28_lh'",0.138026189602166
"'tutucagalatica'",0.119569866519679
"'Gaby6415'",0.111167191085188
"'fermincrece'",0.0656555619800429
"'Estebanmontever'",0.111167191085188
"'Valkiryaok'",0.0708925733007609
"'IrmaSurez'",0.1701324265303
"'_lttiO'",0.0411067402195677
"'3li_FCB_MeRe'",0.119569866519679
"'luzzmart'",0.0444788321741982
"'vadestina'",0.0562449121005188
"'soficvitanovic'",0.0562449121005188
"'Agussssstina'",0.0350826433931558
"'iri_arnodo'",0.0350826433931558
"'fabugomez'",0.103285734671236
"'CeleShuvani'",0.0959027621411744
"'noeliabgarcia'",0.53617614776787
"'exequielvilla'",0.182079031309288
"'msalnacion'",0.0299138233514213
"'pilardagata'",0.0411067402195677
"'Silvpe1'",0.182079031309288
"'debilityxtae'",0.318418856131781
"'Susana37617522'",0.771304478988934
"'ignaciocamats'",0.0481136657077545
"'jesuscasique1'",0.0825396626774012
"'larita38453865'",0.182079031309288
"'facucliche'",0.111167191085188
"'MarianaR_NMAS'",0.785507601006845
"'JulietCuev'",0.0481136657077545
"'MirHasAnOddName'",0.0825396626774012
"'dandanbarr'",0.0411067402195677
"'Almibandy'",0.374266788182162
"'RaedMarianoA'",0.374266788182162
"'Rapuromero'",0.0765131067279284
"'ClaMartinez23'",0.0765131067279284
"'KatherinaMagali'",0.111167191085188
"'Floppyarg'",0.0444788321741982
"'Silvia4125'",0.79905844100477
"'Yami52630873'",0.25152334764543
"'saralcantar'",0.0607801135208407
"'marcela_barbaro'",0.0562449121005188
"'veroab77'",0.0607801135208407
"'SilviaPrat54'",0.283782475135694
"'florinfantino'",0.0481136657077545
"'attaquera2016'",0.128515833759837
"'jorgelm73'",0.0889951559667924
"'MauroZolo'",0.0656555619800429
"'MarialeAvila'",0.0656555619800429
"'LalyGhost'",0.0889951559667924
"'ps_margaret'",0.454005729161407
"'BrisaGomez7'",0.0444788321741982
"'msolmolina55'",0.0323987547370742
"'ComuniOsito'",0.393746460000491
"'anabell51835164'",0.413569897933165
"'B87Diego'",0.103285734671236
"'lauramarano179'",0.771304478988934
"'FlorioMara'",0.182079031309288
"'Laurgmz'",0.207905573288023
"'AlojuanCruz'",0.25152334764543
"'CaritoA33'",0.182079031309288
"'silviavicente1'",0.393746460000491
"'Isabel34157770'",0.515643330531229
"'Mellhormiguita1'",0.971304162246805
"'YisusFlower14'",0.194667737284505
"'agujaaguja'",0.0607801135208407
"'hectoromarburg1'",0.111167191085188
"'lobonegro023'",0.111167191085188
"'pilarledesma_'",0.0562449121005188
"'JudiM777'",0.0299138233514213
"'Pauki22'",0.158817464242006
"'kiss4woodz'",0.138026189602166
"'noperolapuu'",0.182079031309288
"'patocolo'",0.0607801135208407
"'Maggie_Savall'",0.0444788321741982
"'catalalor'",0.0607801135208407
"'MelisaColmano'",0.300816711527256
"'anggielorena_'",0.0379801364663761
"'JuanMan15509812'",0.1701324265303
"'Fernando2018_'",0.0959027621411744
"'Eduardo00125219'",0.0959027621411744
"'paaaula0201'",0.236336911395384
"'aldanalozanog12'",0.0379801364663761
"'hersiliaalvarez'",0.0656555619800429
"'PicantePicantee'",0.0656555619800429
"'JulioangelE'",0.393746460000491
"'anuschx'",0.0444788321741982
"'M_BelenOrtiz'",0.0411067402195677
"'Rick_and_Dany'",0.0708925733007609
"'JuanIpe11'",0.0379801364663761
"'larribalzaga'",0.0889951559667924
"'vale_villa12'",0.892994216525312
"'quedificiltodoo'",0.336555195487199
"'maylenramm'",0.0562449121005188
"'AnaCampetella'",0.0323987547370742
"'laureanoburgos'",0.0889951559667924
"'fionapellegrott'",0.0323987547370742
"'arq_bruni'",0.433677433532932
"'kasikasimira'",0.0765131067279284
"'sadsince1999_'",0.495057564008046
"'AgustinPozo4'",0.052029365506959
"'bredoom_'",0.052029365506959
"'rakeshchemistry'",0.556587037349653
"'ponchitoelchido'",0.724840216041015
"'Romi_vito'",0.1701324265303
"'mabelange7'",0.052029365506959
"'Jose18767082'",0.1701324265303
"'sovillarreal22'",0.576808656254886
"'DanaeMicaela'",0.207905573288023
"'libertad642'",0.148120708329673
"'NicoHolycat'",0.0825396626774012
"'diegobasile65'",0.576808656254886
"'ccaricomuna1'",0.128515833759837
"'zack_1800'",0.182079031309288
"'MicaOlivetto'",0.0607801135208407
"'beto_el10'",0.0959027621411744
"'DiegoLlamaz'",0.596776171128277
"'Matiasdocta'",0.433677433532932
"'Guri_bitc'",0.53617614776787
"'NORMIBEL'",0.0656555619800429
"'mares_mariel'",0.0889951559667924
"'fernandolissi73'",0.221795687690215
"'Eli_Zelarayan'",0.103285734671236
"'bufaleando'",0.0444788321741982
"'noe_monbebe'",0.724840216041015
"'PaezF74'",0.413569897933165
"'Estelas'",0.0656555619800429
"'HadrianLn'",0.0411067402195677
"'aleweiki'",0.0825396626774012
"'MiguelezFabian'",0.900613629858979
"'Cristina2019ok'",0.300816711527256
"'silsst'",0.0481136657077545
"'plusnoticias'",0.128515833759837
"'medusa_lorilo70'",0.0959027621411744
"'hagoduchi'",0.616428062638762
"'AlterEstatal'",0.0708925733007609
"'BrendaTarraga'",0.0379801364663761
"'karuuAngeles'",0.158817464242006
"'lamartinalo'",0.0607801135208407
"'eugeargenta'",0.0481136657077545
"'rojasperio'",0.0708925733007609
"'crioshito'",0.111167191085188
"'Apstefto1'",0.1701324265303
"'AilenBonazzola1'",0.0323987547370742
"'rodolfoxoliz'",0.433677433532932
"'luisdibartolold'",0.128515833759837
"'JuliGaz'",0.0350826433931558
"'rockethope_'",0.052029365506959
"'EspinosaMell'",0.236336911395384
"'d4rkh0pe'",0.0765131067279284
"'isabelzalazar13'",0.1701324265303
"'QueSealey2'",0.892994216525312
"'MemeDaRisa'",0.596776171128277
"'_elwoodblues'",0.0562449121005188
"'vity1776'",0.182079031309288
"'Solfalaz'",0.119569866519679
"'ajuix'",0.0825396626774012
"'JesiiFer'",0.0656555619800429
"'elcazacarpincho'",0.0708925733007609
"'danigorbe'",0.454005729161407
"'erussox'",0.0765131067279284
"'NachiSaieg'",0.0323987547370742
"'ChinaXellos'",0.148120708329673
"'quierobailarSKA'",0.0323987547370742
"'marianahellin'",0.0350826433931558
"'Camilusky_'",0.138026189602166
"'Mumitwit'",0.740959858610242
"'SarahFGaba'",0.0276140429422608
"'NotiNettOk'",0.474488541290675
"'LaGacetaTucuman'",0.0411067402195677
"'jorhurt'",0.236336911395384
"'malenacharo'",0.0607801135208407
"'anafeller'",0.0299138233514213
"'liliymia'",0.556587037349653
"'PiaaQuintana'",0.0276140429422608
"'ale_kaufman'",0.576808656254886
"'camiverde'",0.0444788321741982
"'eugerovatti'",0.0235187716053296
"'SilviaDeNuevo1'",0.336555195487199
"'ALlanosMassa'",0.158817464242006
"'bionicata'",0.0607801135208407
"'MilitanteCacho'",0.236336911395384
"'GiuSayavedra'",0.0481136657077545
"'_SofiPonce'",0.052029365506959
"'catalinavivess'",0.0411067402195677
"'kuyen1952'",0.393746460000491
"'Agustin_Macri'",0.0607801135208407
"'BorinagaP'",0.0765131067279284
"'Miss_oprostol'",0.182079031309288
"'vonpagee'",0.300816711527256
"'NeiraClaudia'",0.0444788321741982
"'Noe_C99'",0.0299138233514213
"'LauLopezUsh'",0.0444788321741982
